"Title","Date Created","Latitude","Longitude","Northing","Easting","Description","Elevation"
"UMKM 1 Pedagang Eceran Sembako/ RT 68","2024-01-17T15:08:43+07:00",-7.76848676809868,110.132203583628,-7.76848676809868,110.132203583628,"Warung Sembako Bu Wanti","353.708435"
"UMKM 2 Pedagang Snack/ RT 58","2024-01-17T15:18:21+07:00",-7.76663014423777,110.134464869821,-7.76663014423777,110.134464869821,"Gerobak Embun","368.137817"
